aidoc_iri,ref_iri,buckets,llm_relation,curator,vote,decision,note
https://w3id.org/aidoc-ap#Log,https://w3id.org/dpv/legal/eu/aiact#TestLog,fn-band/dpv-aiact,skos:narrowMatch,FK,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#Log,https://w3id.org/dpv/legal/eu/aiact#TestLog,fn-band/dpv-aiact,skos:narrowMatch,SN,skos:narrowMatch,accept,skos:broadMatch
https://w3id.org/aidoc-ap#Log,https://w3id.org/dpv/legal/eu/aiact#TestLog,fn-band/dpv-aiact,skos:narrowMatch,TD,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#Log,https://w3id.org/rains#Log,rains,skos:closeMatch,FK,REJECT,reject,"aidoc describes ""A record of system events, performance, and traceability."" while rains describes ""A specific type of planned sao:AccountableResult which represents a high level reference to logs of information pertaining either to Installation or Changes"""
https://w3id.org/aidoc-ap#Log,https://w3id.org/rains#Log,rains,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Log,https://w3id.org/rains#Log,rains,skos:closeMatch,TD,REJECT,reject,"aidoc is a system log, not installation or change log"
https://w3id.org/aidoc-ap#MLPipeline,http://www.semanticweb.org/owl/owlapi/turtle#MachineLearning,vair,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#MLPipeline,http://www.semanticweb.org/owl/owlapi/turtle#MachineLearning,vair,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,http://www.semanticweb.org/owl/owlapi/turtle#MachineLearning,vair,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearning,dpv-ai,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearning,dpv-ai,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearning,dpv-ai,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningModel,dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concept (concrete model)
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningModel,dpv-ai,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningModel,dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningPlatform,dpv-ai,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningPlatform,dpv-ai,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningPlatform,dpv-ai,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearning,vair,skos:broadMatch,FK,skos:narrowMatch,modify,"aidoc describes the whole pipeline while vair is specific about the process of optimizing of optimizing model parameters through computational techniques, such that the model's behaviour reflects the data or experience."
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearning,vair,skos:broadMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearning,vair,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningAlgorithm,fn-band/vair,skos:narrowMatch,FK,REJECT,reject,activities of the pipeline vs concrete algorithm in place
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningAlgorithm,fn-band/vair,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningAlgorithm,fn-band/vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningFramework,fn-band/vair,skos:closeMatch,FK,REJECT,reject,pipeline of activities vs concrete concept of a framework
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningFramework,fn-band/vair,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningFramework,fn-band/vair,skos:closeMatch,TD,REJECT,reject,https://delaramglp.github.io/vair/#MachineLearningFramework does not exist?
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningLibrary,vair,skos:narrowMatch,FK,REJECT,reject,activity vs libraries (software used for machine learning)
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningLibrary,vair,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningLibrary,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningModel,vair,skos:narrowMatch,FK,REJECT,reject,pipeline (activities) vs concrete model (concept)
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningModel,vair,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningModel,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningPlatform,vair,skos:closeMatch,FK,REJECT,reject,airo pipeline/activity vs vair (concrete) resource on which a ML model runs
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningPlatform,vair,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/vair#MachineLearningPlatform,vair,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#Modality,http://w3id.org/mlso/DataModality,ml-onto,skos:broadMatch,FK,REJECT,reject,"aidoc describes the form in which the AI system is provided or placed on the market, while ml-onto (mlso) describes the different types or forms of data that exist"
https://w3id.org/aidoc-ap#Modality,http://w3id.org/mlso/DataModality,ml-onto,skos:broadMatch,SN,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#Modality,http://w3id.org/mlso/DataModality,ml-onto,skos:broadMatch,TD,REJECT,reject,"aidoc modality is related to an ai system, ml-onto data Modality regards data itself"
https://w3id.org/aidoc-ap#Modality,https://w3id.org/airo#Modality,airo+vair,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#Modality,https://w3id.org/airo#Modality,airo+vair,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Modality,https://w3id.org/airo#Modality,airo+vair,skos:closeMatch,TD,skos:closeMatch,accept,skos:exactMatch
https://w3id.org/aidoc-ap#ModelEvaluation,http://www.w3.org/ns/mls#ModelEvaluation,ml-onto+mlschema+rains,skos:closeMatch,FK,REJECT,reject,"ml-onto class describes the SETTING of a specific value during evaluation, while aidoc describes the activity; mlschema describes the class with a DISTINCT SETTING of an evaluation value, while aidoc describes the activity; rains (mls) describes again a DISTINCT SETTING of a value, while aidoc describes the activity"
https://w3id.org/aidoc-ap#ModelEvaluation,http://www.w3.org/ns/mls#ModelEvaluation,ml-onto+mlschema+rains,skos:closeMatch,SN,skos:exactMatch,modify,
https://w3id.org/aidoc-ap#ModelEvaluation,http://www.w3.org/ns/mls#ModelEvaluation,ml-onto+mlschema+rains,skos:closeMatch,TD,REJECT,reject,"aidoc is a activity, rains is only the result; aidoc is activity, mlschema is value: "" It connects a measure specification with its value.""""; aidoc is an activity, this is a value: ""It connects a measure specification with its value."""
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/dpv/ai#ModelEvasion,fn-band/dpv-ai,skos:relatedMatch,FK,REJECT,reject,"activity vs concrete input, which seems normal for a human but is wrongly classified by ML models (according to The EU Assessment List for Trustworthy AI (ALTAI),https://data.europa.eu/doi/10.2759/002360)"
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/dpv/ai#ModelEvasion,fn-band/dpv-ai,skos:relatedMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/dpv/ai#ModelEvasion,fn-band/dpv-ai,skos:relatedMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/rains#Evaluation,rains,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/rains#Evaluation,rains,skos:closeMatch,SN,skos:broadMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/rains#Evaluation,rains,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/vair#ReEvaluation,fn-band/vair,skos:closeMatch,FK,skos:narrowMatch,modify,broader activity of evaluation vs narrower re-evaluation based on results
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/vair#ReEvaluation,fn-band/vair,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#ModelEvaluation,https://w3id.org/vair#ReEvaluation,fn-band/vair,skos:closeMatch,TD,REJECT,reject,activity vs phase
https://w3id.org/aidoc-ap#ModelPackaging,http://mex.aksw.org/mex-core#Model,fn-band/mex-core,skos:broadMatch,FK,REJECT,reject,activity vs concrete model
https://w3id.org/aidoc-ap#ModelPackaging,http://mex.aksw.org/mex-core#Model,fn-band/mex-core,skos:broadMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#ModelPackaging,http://mex.aksw.org/mex-core#Model,fn-band/mex-core,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#ModelPackaging,http://www.w3.org/ns/mls#Model,fn-band/mlschema,skos:broadMatch,FK,REJECT,reject,activity vs concrete model
https://w3id.org/aidoc-ap#ModelPackaging,http://www.w3.org/ns/mls#Model,fn-band/mlschema,skos:broadMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#ModelPackaging,http://www.w3.org/ns/mls#Model,fn-band/mlschema,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#ModelVersioning,https://w3id.org/dpv/ai#ModelTraining,fn-band/dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity of managing revisions and tracking changes in model iterations vs process to determine or to improve the parameters of a machine learning model based on a machine learning technique by using training data
https://w3id.org/aidoc-ap#ModelVersioning,https://w3id.org/dpv/ai#ModelTraining,fn-band/dpv-ai,skos:narrowMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#ModelVersioning,https://w3id.org/dpv/ai#ModelTraining,fn-band/dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#ModelVersioning,https://w3id.org/vair#ModelInversion,fn-band/vair,skos:relatedMatch,FK,REJECT,reject,activity of managing revisions vs type of attack
https://w3id.org/aidoc-ap#ModelVersioning,https://w3id.org/vair#ModelInversion,fn-band/vair,skos:relatedMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#ModelVersioning,https://w3id.org/vair#ModelInversion,fn-band/vair,skos:relatedMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#PerformanceMetric,http://purl.obolibrary.org/obo/MCRO_0000027,fn-band/mcro,skos:closeMatch,FK,skos:broadMatch,modify,concrete metric vs section describing all metrics
https://w3id.org/aidoc-ap#PerformanceMetric,http://purl.obolibrary.org/obo/MCRO_0000027,fn-band/mcro,skos:closeMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#PerformanceMetric,http://purl.obolibrary.org/obo/MCRO_0000027,fn-band/mcro,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#PerformanceMetric,http://www.w3.org/ns/dqv#Metric,fn-band/airo,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#PerformanceMetric,http://www.w3.org/ns/dqv#Metric,fn-band/airo,skos:closeMatch,SN,skos:broadMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#PerformanceMetric,http://www.w3.org/ns/dqv#Metric,fn-band/airo,skos:closeMatch,TD,skos:broadMatch,modify,skos:broadMatch
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringPlan,dpv-aiact,skos:closeMatch,FK,REJECT,reject,activity vs description of a concrete plan
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringPlan,dpv-aiact,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringPlan,dpv-aiact,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringSystem,dpv-aiact,skos:closeMatch,FK,REJECT,reject,activity vs description of a concrete system
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringSystem,dpv-aiact,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringSystem,dpv-aiact,skos:closeMatch,TD,skos:exactMatch,modify,skos:exactMatch
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringSystemDocumentation,fn-band/dpv-aiact,skos:narrowMatch,FK,REJECT,reject,"activity vs documentation of the post-market monitoring system in place, as required by the AI Act"
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringSystemDocumentation,fn-band/dpv-aiact,skos:narrowMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/dpv/legal/eu/aiact#PostMarketMonitoringSystemDocumentation,fn-band/dpv-aiact,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/vair#PostMarketMonitoringPlan,vair,skos:closeMatch,FK,REJECT,reject,aidoc activity vs vair concrete plan as required by the EU AI Act
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/vair#PostMarketMonitoringPlan,vair,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/vair#PostMarketMonitoringPlan,vair,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/vair#PostMarketMonitoringSystemDescription,fn-band/vair,skos:closeMatch,FK,REJECT,reject,activity vs documentation of the system in place
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/vair#PostMarketMonitoringSystemDescription,fn-band/vair,skos:closeMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#PostMarketMonitoringActivity,https://w3id.org/vair#PostMarketMonitoringSystemDescription,fn-band/vair,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#SoftwareComponent,http://www.w3.org/ns/prov#SoftwareAgent,fn-band/prov-o,skos:closeMatch,FK,skos:narrowMatch,modify,"A logical or physical software component of the AI system, such as a service, module, or microservice participating in the overall processing vs software that acts on behalf of another Entity or technology"
https://w3id.org/aidoc-ap#SoftwareComponent,http://www.w3.org/ns/prov#SoftwareAgent,fn-band/prov-o,skos:closeMatch,SN,skos:relatedMatch,modify,skos:relatedMatch
https://w3id.org/aidoc-ap#SoftwareComponent,http://www.w3.org/ns/prov#SoftwareAgent,fn-band/prov-o,skos:closeMatch,TD,skos:narrowMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#SoftwareComponent,https://w3id.org/dpv/tech#SoftwareAgent,fn-band/dpv-tech,skos:closeMatch,FK,skos:narrowMatch,modify,"A logical or physical software component of the AI system, such as a service, module, or microservice participating in the overall processing vs software that acts on behalf of another Entity or technology"
https://w3id.org/aidoc-ap#SoftwareComponent,https://w3id.org/dpv/tech#SoftwareAgent,fn-band/dpv-tech,skos:closeMatch,SN,skos:relatedMatch,modify,skos:relatedMatch
https://w3id.org/aidoc-ap#SoftwareComponent,https://w3id.org/dpv/tech#SoftwareAgent,fn-band/dpv-tech,skos:closeMatch,TD,skos:narrowMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#SoftwareComponent,https://w3id.org/vair#SafetyComponent,fn-band/vair,skos:broadMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#SoftwareComponent,https://w3id.org/vair#SafetyComponent,fn-band/vair,skos:broadMatch,SN,skos:relatedMatch,modify,skos:relatedMatch
https://w3id.org/aidoc-ap#SoftwareComponent,https://w3id.org/vair#SafetyComponent,fn-band/vair,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#SoftwareDevelopment,https://w3id.org/dpv/tech#Software,fn-band/dpv-tech,skos:broadMatch,FK,REJECT,reject,activity of developing software vs concrete parts or components of the technology such as programs and data
https://w3id.org/aidoc-ap#SoftwareDevelopment,https://w3id.org/dpv/tech#Software,fn-band/dpv-tech,skos:broadMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#SoftwareDevelopment,https://w3id.org/dpv/tech#Software,fn-band/dpv-tech,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#SoftwareImplementation,http://www.w3.org/ns/mls#Implementation,ml-onto+mlschema,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#SoftwareImplementation,http://www.w3.org/ns/mls#Implementation,ml-onto+mlschema,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#SoftwareImplementation,http://www.w3.org/ns/mls#Implementation,ml-onto+mlschema,skos:closeMatch,TD,skos:closeMatch,accept,skos:exactMatch
https://w3id.org/aidoc-ap#SoftwareImplementation,http://www.w3.org/ns/mls#Software,fn-band/ml-onto,skos:broadMatch,FK,skos:broadMatch,accept,concrete executable software realizing an algorithm vs software as a general concept
https://w3id.org/aidoc-ap#SoftwareImplementation,http://www.w3.org/ns/mls#Software,fn-band/ml-onto,skos:broadMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#SoftwareImplementation,http://www.w3.org/ns/mls#Software,fn-band/ml-onto,skos:broadMatch,TD,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#SoftwareVersioning,https://w3id.org/vair#Software,fn-band/vair,skos:broadMatch,FK,REJECT,reject,activity of managing revisions vs general software concept
https://w3id.org/aidoc-ap#SoftwareVersioning,https://w3id.org/vair#Software,fn-band/vair,skos:broadMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#SoftwareVersioning,https://w3id.org/vair#Software,fn-band/vair,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#Standard,https://w3id.org/airo#Standard,airo+vair,skos:closeMatch,FK,skos:narrowMatch,modify,"vair is narrower with Regulation (EU) No 1025/2012 on European standardisation as source, while aidoc is broader (harmonised standard)"
https://w3id.org/aidoc-ap#Standard,https://w3id.org/airo#Standard,airo+vair,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Standard,https://w3id.org/airo#Standard,airo+vair,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Standard,https://w3id.org/dpv#Standard,dpv,skos:exactMatch,FK,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Standard,https://w3id.org/dpv#Standard,dpv,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Standard,https://w3id.org/dpv#Standard,dpv,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/dpv/ai#TrainingData,dpv-ai,skos:closeMatch,FK,skos:broadMatch,modify,activity vs concept
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/dpv/ai#TrainingData,dpv-ai,skos:closeMatch,SN,REJECT,reject,skos:narrowMatch
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/dpv/ai#TrainingData,dpv-ai,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/dpv/legal/eu/aiact#TrainingData,dpv-aiact,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/dpv/legal/eu/aiact#TrainingData,dpv-aiact,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/dpv/legal/eu/aiact#TrainingData,dpv-aiact,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/rains#TrainingDataset,fn-band/rains,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/rains#TrainingDataset,fn-band/rains,skos:closeMatch,SN,REJECT,reject,Dokument/Datenblatt vs. Daten
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/rains#TrainingDataset,fn-band/rains,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/vair#IncompleteTrainingData,fn-band/vair,skos:narrowMatch,FK,skos:broadMatch,modify,the training data sheet is narrower (contains more) than only incomplete training data
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/vair#IncompleteTrainingData,fn-band/vair,skos:narrowMatch,SN,REJECT,reject,Dokument/Datenblatt vs. Daten
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/vair#IncompleteTrainingData,fn-band/vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/vair#TrainingData,vair,skos:closeMatch,FK,skos:broadMatch,modify,"aidoc (data sheet focusing on training methodologies, techniques, hyperparameters and dataset usage for training, validation and testing.) vs vair data used to train a machine learning model.  [ISO/IEC 22989, 3.3.16]"
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/vair#TrainingData,vair,skos:closeMatch,SN,REJECT,reject,Dokument/Datenblatt vs. Daten
https://w3id.org/aidoc-ap#TrainingDataSheet,https://w3id.org/vair#TrainingData,vair,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#TransparencyMeasure,https://w3id.org/vair#TransparencyMeasure,vair,skos:exactMatch,FK,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#TransparencyMeasure,https://w3id.org/vair#TransparencyMeasure,vair,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#TransparencyMeasure,https://w3id.org/vair#TransparencyMeasure,vair,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/airo#Documentation,airo+vair,skos:broadMatch,FK,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/airo#Documentation,airo+vair,skos:broadMatch,SN,skos:broadMatch,accept,skos:narrowMatch
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/airo#Documentation,airo+vair,skos:broadMatch,TD,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/dpv/legal/eu/aiact#TechnicalDocumentation,fn-band/dpv-aiact,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/dpv/legal/eu/aiact#TechnicalDocumentation,fn-band/dpv-aiact,skos:closeMatch,SN,skos:relatedMatch,modify,skos:relatedMatch
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/dpv/legal/eu/aiact#TechnicalDocumentation,fn-band/dpv-aiact,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/dpv/tech#Documentation,dpv-tech,skos:broadMatch,FK,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/dpv/tech#Documentation,dpv-tech,skos:broadMatch,SN,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/dpv/tech#Documentation,dpv-tech,skos:broadMatch,TD,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/vair#TechnicalDocumentation,fn-band/vair,skos:narrowMatch,FK,skos:closeMatch,modify,
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/vair#TechnicalDocumentation,fn-band/vair,skos:narrowMatch,SN,skos:relatedMatch,modify,skos:relatedMatch
https://w3id.org/aidoc-ap#VisualDocumentation,https://w3id.org/vair#TechnicalDocumentation,fn-band/vair,skos:narrowMatch,TD,REJECT,reject,
